# Raman tensor in 10^(-30) Cm^2/V
# mode: 61   phonon freq: 747.357318
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.01902+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.02852+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -2.098e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.03803+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.248e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.441e+01+0.000e+00j
0.04754+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -2.486e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.05705+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.246e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.441e+01+0.000e+00j
0.06656+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -6.778e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.07606+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.08557+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.09508+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.241e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.441e+01+0.000e+00j
0.10459+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -2.488e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.11410+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.247e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.441e+01+0.000e+00j
0.12360+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -5.211e-04+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.13311+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.14262+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.15213+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.16164+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.17114+0.00000j -1.237e+00+0.000e+00j 0.000e+00+0.000e+00j -1.237e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.232e+01+0.000e+00j 1.493e+01+0.000e+00j
0.18065+0.00000j -2.483e+00+0.000e+00j 0.000e+00+0.000e+00j -2.483e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.269e+01+0.000e+00j 1.724e+01+0.000e+00j
0.19016+0.00000j -1.251e+00+0.000e+00j 0.000e+00+0.000e+00j -1.251e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.495e+01+0.000e+00j
0.19967+0.00000j -5.237e-03+0.000e+00j 0.000e+00+0.000e+00j -5.237e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.20918+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.21868+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
0.22819+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.178e+00+3.254e-02j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.231e+01+0.000e+00j 1.438e+01+0.000e+00j
0.23770+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -2.359e+00+6.516e-02j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.265e+01+0.000e+00j 1.523e+01+0.000e+00j
0.24721+0.00000j 6.588e-03+6.588e-03j 0.000e+00+0.000e+00j -2.424e+00+3.294e-02j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.267e+01+0.000e+00j 1.529e+01+0.000e+00j
0.25672+0.00000j 6.310e-05+6.310e-05j 0.000e+00+0.000e+00j -2.490e+00+3.155e-04j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.26622+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.256e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.442e+01+0.000e+00j
0.27573+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -9.954e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
